product_description,base_product_number,product_line,production_cost,product_image,product_type,color,gross_margin,product_line_code,product_name,introduction_date,title,product_type_code,product_size,brand,discontinued_date,product_brand_code,product_size_code,product_color_code,product_number
The Lux watch is a precision Swiss quartz movement. It comes with a 10 year warranty.,130,Personal Accessories,0.00,P65PA3WT10.jpg,Watches,Silver,0.0,993,Lux,2003-01-01 00:00:00.0,Lux,960,One-size,Xray,,758,853,923,130130
The Lux watch is a precision Swiss quartz movement. It comes with a 10 year warranty.,130,Personal Accessories,0.00,P65PA3WT10.jpg,Watches,White,0.0,993,Lux,2007-01-01 00:00:00.0,Lux,960,One-size,Xray,,758,853,925,130140
The Lux watch is a precision Swiss quartz movement. It comes with a 10 year warranty.,130,Personal Accessories,0.00,P65PA3WT10.jpg,Watches,Yellow,0.0,993,Lux,2007-04-01 00:00:00.0,Lux,960,One-size,Xray,,758,853,926,130150
"A versatile pocket tool that includes LED light, 1GB memory stick, pen, serrated blade, corkscrew and serrated cutter. Comes with a life time warranty.",131,Personal Accessories,0.00,P75PA3KV12.jpg,Knives,Red,0.0,993,Max Gizmo,2004-05-01 00:00:00.0,Max Gizmo,962,11 cm,Trakker,,757,811,922,131110
"A versatile pocket tool that includes LED light, 1GB memory stick, pen, serrated blade, corkscrew and serrated cutter. Comes with a life time warranty.",131,Personal Accessories,0.00,P75PA3KV12.jpg,Knives,Silver,0.0,993,Max Gizmo,2003-01-01 00:00:00.0,Max Gizmo,962,11 cm,Trakker,,757,811,923,131120
"A versatile pocket tool that includes LED light, 1GB memory stick, pen, serrated blade, corkscrew and serrated cutter. Comes with a life time warranty.",131,Personal Accessories,0.00,P75PA3KV12.jpg,Knives,Camouflage,0.0,993,Max Gizmo,2006-01-01 00:00:00.0,Max Gizmo,962,11 cm,Trakker,,757,811,927,131130
Maximus sunglasses are the most durable eyewear on the market. They come with a 5-year unconditional warranty.,132,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Black,0.0,993,Maximus,2003-01-01 00:00:00.0,Maximus,961,Men's,Alpha,,752,851,902,132110
Maximus sunglasses are the most durable eyewear on the market. They come with a 5-year unconditional warranty.,132,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Brown,0.0,993,Maximus,2003-01-01 00:00:00.0,Maximus,961,Men's,Alpha,,752,851,906,132120
Maximus sunglasses are the most durable eyewear on the market. They come with a 5-year unconditional warranty.,132,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Orange,0.0,993,Maximus,2003-01-01 00:00:00.0,Maximus,961,Men's,Alpha,2005-03-31 00:00:00.0,752,851,918,132130
Maximus sunglasses are the most durable eyewear on the market. They come with a 5-year unconditional warranty.,132,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Red,0.0,993,Maximus,2006-06-01 00:00:00.0,Maximus,961,Men's,Alpha,,752,851,922,132140
Maximus sunglasses are the most durable eyewear on the market. They come with a 5-year unconditional warranty.,132,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Silver,0.0,993,Maximus,2005-04-01 00:00:00.0,Maximus,961,Men's,Alpha,,752,851,923,132150
Maximus sunglasses are the most durable eyewear on the market. They come with a 5-year unconditional warranty.,132,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Yellow,0.0,993,Maximus,2003-01-01 00:00:00.0,Maximus,961,Men's,Alpha,2004-12-31 00:00:00.0,752,851,926,132160
Maximus sunglasses are the most durable eyewear on the market. They come with a 5-year unconditional warranty.,132,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Camouflage,0.0,993,Maximus,2004-08-01 00:00:00.0,Maximus,961,Men's,Alpha,,752,851,927,132170
3.6x opera glasses maintain image and color fidelity in all lighting conditions. The brushed aluminum body fits snugly into any purse or pocket. Includes a soft leather case and carrying loop.,133,Personal Accessories,0.00,P81PA3BN13.jpg,Binoculars,Camouflage,0.0,993,Opera Vision,2003-01-01 00:00:00.0,Opera Vision,963,Unspecified,Antoni,2006-12-31 00:00:00.0,753,800,927,133110
"A compact tool that includes LED light, blade, tweezers, reamer, screwdriver, file, corkscrew and can opener.",134,Personal Accessories,0.00,P74PA3KV12.jpg,Knives,Blue,0.0,993,Pocket Gizmo,2003-01-01 00:00:00.0,Pocket Gizmo,962,8.4 cm,Trakker,2005-12-31 00:00:00.0,757,809,903,134110
"A compact tool that includes LED light, blade, tweezers, reamer, screwdriver, file, corkscrew and can opener.",134,Personal Accessories,0.00,P74PA3KV12.jpg,Knives,Red,0.0,993,Pocket Gizmo,2003-01-01 00:00:00.0,Pocket Gizmo,962,8.4 cm,Trakker,,757,809,922,134120
"A compact tool that includes LED light, blade, tweezers, reamer, screwdriver, file, corkscrew and can opener.",134,Personal Accessories,0.00,P74PA3KV12.jpg,Knives,Silver,0.0,993,Pocket Gizmo,2006-01-01 00:00:00.0,Pocket Gizmo,962,8.4 cm,Trakker,,757,809,923,134130
"A compact tool that includes LED light, blade, tweezers, reamer, screwdriver, file, corkscrew and can opener.",134,Personal Accessories,0.00,P74PA3KV12.jpg,Knives,Camouflage,0.0,993,Pocket Gizmo,2005-01-01 00:00:00.0,Pocket Gizmo,962,8.4 cm,Trakker,,757,809,927,134140
"8x27x50 zoom binoculars include compass and range-finding reticle, multi-coated optics, and textured rubber armoring. Waterproof and lightweight.",135,Personal Accessories,0.00,P80PA3BN13.jpg,Binoculars,Black,0.0,993,Ranger Vision,2003-01-01 00:00:00.0,Ranger Vision,963,Unspecified,Trakker,,757,800,902,135110
"8x27x50 zoom binoculars include compass and range-finding reticle, multi-coated optics, and textured rubber armoring. Waterproof and lightweight.",135,Personal Accessories,0.00,P80PA3BN13.jpg,Binoculars,Silver,0.0,993,Ranger Vision,2003-01-01 00:00:00.0,Ranger Vision,963,Unspecified,Trakker,,757,800,923,135120
"8x27x50 zoom binoculars include compass and range-finding reticle, multi-coated optics, and textured rubber armoring. Waterproof and lightweight.",135,Personal Accessories,0.00,P80PA3BN13.jpg,Binoculars,Camouflage,0.0,993,Ranger Vision,2005-04-01 00:00:00.0,Ranger Vision,963,Unspecified,Trakker,,757,800,927,135130
"The Sam watch has a sophisticated quartz movement, and both analog and digital time display.  Comes with a 5 year warranty.",136,Personal Accessories,0.00,P65PA3WT10.jpg,Watches,Black,0.0,993,Sam,2007-01-01 00:00:00.0,Sam,960,One-size,Relax,,756,853,902,136110
"The Sam watch has a sophisticated quartz movement, and both analog and digital time display.  Comes with a 5 year warranty.",136,Personal Accessories,0.00,P65PA3WT10.jpg,Watches,Orange,0.0,993,Sam,2003-01-01 00:00:00.0,Sam,960,One-size,Relax,2004-11-30 00:00:00.0,756,853,918,136120
"The Sam watch has a sophisticated quartz movement, and both analog and digital time display.  Comes with a 5 year warranty.",136,Personal Accessories,0.00,P65PA3WT10.jpg,Watches,Pink,0.0,993,Sam,2006-07-01 00:00:00.0,Sam,960,One-size,Relax,,756,853,919,136130
"The Sam watch has a sophisticated quartz movement, and both analog and digital time display.  Comes with a 5 year warranty.",136,Personal Accessories,0.00,P65PA3WT10.jpg,Watches,Red,0.0,993,Sam,2003-01-01 00:00:00.0,Sam,960,One-size,Relax,,756,853,922,136140
"The Sam watch has a sophisticated quartz movement, and both analog and digital time display.  Comes with a 5 year warranty.",136,Personal Accessories,0.00,P65PA3WT10.jpg,Watches,Yellow,0.0,993,Sam,2007-04-01 00:00:00.0,Sam,960,One-size,Relax,,756,853,926,136150
"A rubberized and water-resistant GPS receiver that includes a 70mm color screen, electronic compass and altimeter. Uses a 64MB memory card. Requires two AA batteries for 18 hours of service. Weighs 238 grams.",140,Personal Accessories,0.00,P85PA3NV14.jpg,Navigation,Black,0.0,993,Trail Master,2003-01-01 00:00:00.0,Trail Master,964,Unspecified,Alpha,2005-05-31 00:00:00.0,752,800,902,140110
This highly portable GPS has an 80mm color screen. Requires two AA batteries for 18 hours of service. Uses a 22MB memory card. Weighs 210 grams.,141,Personal Accessories,0.00,P85PA3NV14.jpg,Navigation,Black,0.0,993,Trail Scout,2003-01-01 00:00:00.0,Trail Scout,964,Unspecified,Alpha,2006-05-31 00:00:00.0,752,800,902,141110
A light-weight GPS receiver with a 56mm monochrome display and 24MB internal memory. Requires two AA batteries for 26 hours of service. Weighs only 156 grams.,142,Personal Accessories,0.00,P84PA3NV14.jpg,Navigation,Silver,0.0,993,Trail Star,2003-01-01 00:00:00.0,Trail Star,964,Unspecified,Alpha,2005-02-28 00:00:00.0,752,800,923,142110
"Trendi sunglasses feature a sporty, stylish, wrap-around design. Soft rocker nose pads and rubberized temple ends provide the ultimate in comfort.",143,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Black,0.0,993,Trendi,2003-01-01 00:00:00.0,Trendi,961,One-size,Relax,,756,853,902,143110
"Trendi sunglasses feature a sporty, stylish, wrap-around design. Soft rocker nose pads and rubberized temple ends provide the ultimate in comfort.",143,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Brown,0.0,993,Trendi,2003-01-01 00:00:00.0,Trendi,961,One-size,Relax,,756,853,906,143120
"Trendi sunglasses feature a sporty, stylish, wrap-around design. Soft rocker nose pads and rubberized temple ends provide the ultimate in comfort.",143,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Pink,0.0,993,Trendi,2003-01-01 00:00:00.0,Trendi,961,One-size,Relax,2006-07-31 00:00:00.0,756,853,919,143130
"Trendi sunglasses feature a sporty, stylish, wrap-around design. Soft rocker nose pads and rubberized temple ends provide the ultimate in comfort.",143,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Silver,0.0,993,Trendi,2006-04-01 00:00:00.0,Trendi,961,One-size,Relax,,756,853,923,143140
"Trendi sunglasses feature a sporty, stylish, wrap-around design. Soft rocker nose pads and rubberized temple ends provide the ultimate in comfort.",143,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,White,0.0,993,Trendi,2007-04-01 00:00:00.0,Trendi,961,One-size,Relax,,756,853,925,143150
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Blue,0.0,993,TX,2003-01-01 00:00:00.0,TX,960,Men's,Xray,2006-07-31 00:00:00.0,758,851,903,144110
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Brown,0.0,993,TX,2003-01-01 00:00:00.0,TX,960,Men's,Xray,,758,851,906,144120
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Green,0.0,993,TX,2007-01-01 00:00:00.0,TX,960,Men's,Xray,,758,851,912,144130
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Yellow,0.0,993,TX,2003-01-01 00:00:00.0,TX,960,Men's,Xray,2005-09-30 00:00:00.0,758,851,926,144140
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Camouflage,0.0,993,TX,2003-01-01 00:00:00.0,TX,960,Women's,Xray,,758,852,927,144150
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Blue,0.0,993,TX,2006-04-01 00:00:00.0,TX,960,Women's,Xray,,758,852,903,144160
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Red,0.0,993,TX,2003-01-01 00:00:00.0,TX,960,Women's,Xray,,758,852,922,144170
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Silver,0.0,993,TX,2003-01-01 00:00:00.0,TX,960,Men's,Xray,,758,851,923,144180
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Yellow,0.0,993,TX,2003-01-01 00:00:00.0,TX,960,Women's,Xray,2005-03-31 00:00:00.0,758,852,926,144190
The TX watch offers 4 separate times.  The synthetic band is durable yet breathable.,144,Personal Accessories,0.00,P63PA3WT10.jpg,Watches,Camouflage,0.0,993,TX,2005-10-01 00:00:00.0,TX,960,Men's,Xray,,758,851,927,144200
"Solid titanium case, crown, bezel.  Combination nylon and rubber strap. Analog representation on digital interface.  Backlit, hardened mineral crystal, water-resistant to 100 meters.",145,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Green,0.0,993,Legend,2003-01-01 00:00:00.0,Legend,960,Women's,Epoch,2005-09-30 00:00:00.0,754,852,912,145110
"Solid titanium case, crown, bezel.  Combination nylon and rubber strap. Analog representation on digital interface.  Backlit, hardened mineral crystal, water-resistant to 100 meters.",145,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Brown,0.0,993,Legend,2006-10-01 00:00:00.0,Legend,960,Women's,Epoch,,754,852,906,145120
"Solid titanium case, crown, bezel.  Combination nylon and rubber strap. Analog representation on digital interface.  Backlit, hardened mineral crystal, water-resistant to 100 meters.",145,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Silver,0.0,993,Legend,2003-01-01 00:00:00.0,Legend,960,Women's,Epoch,,754,852,923,145130
"Solid titanium case, crown, bezel.  Combination nylon and rubber strap. Analog representation on digital interface.  Backlit, hardened mineral crystal, water-resistant to 100 meters.",145,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Black,0.0,993,Legend,2006-07-01 00:00:00.0,Legend,960,Men's,Epoch,,754,851,902,145140
"Solid titanium case, crown, bezel.  Combination nylon and rubber strap. Analog representation on digital interface.  Backlit, hardened mineral crystal, water-resistant to 100 meters.",145,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Orange,0.0,993,Legend,2003-01-01 00:00:00.0,Legend,960,Women's,Epoch,2004-12-31 00:00:00.0,754,852,918,145150
"Solid titanium case, crown, bezel.  Combination nylon and rubber strap. Analog representation on digital interface.  Backlit, hardened mineral crystal, water-resistant to 100 meters.",145,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Pink,0.0,993,Legend,2003-01-01 00:00:00.0,Legend,960,Men's,Epoch,2006-03-31 00:00:00.0,754,851,919,145160
"Solid titanium case, crown, bezel.  Combination nylon and rubber strap. Analog representation on digital interface.  Backlit, hardened mineral crystal, water-resistant to 100 meters.",145,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Silver,0.0,993,Legend,2003-01-01 00:00:00.0,Legend,960,Men's,Epoch,,754,851,923,145170
"Solid titanium case, crown, bezel.  Combination nylon and rubber strap. Analog representation on digital interface.  Backlit, hardened mineral crystal, water-resistant to 100 meters.",145,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,White,0.0,993,Legend,2006-04-01 00:00:00.0,Legend,960,Women's,Epoch,,754,852,925,145180
"The Zodiak has a durable synthetic leather strap, digital face, hardened crystal, and is water-resistant to 100 meters.",146,Personal Accessories,0.00,P66PA3WT10.jpg,Watches,Blue,0.0,993,Zodiak,2006-01-01 00:00:00.0,Zodiak,960,Women's,Trakker,,757,852,903,146110
"The Zodiak has a durable synthetic leather strap, digital face, hardened crystal, and is water-resistant to 100 meters.",146,Personal Accessories,0.00,P66PA3WT10.jpg,Watches,Brown,0.0,993,Zodiak,2005-04-01 00:00:00.0,Zodiak,960,Women's,Trakker,,757,852,906,146120
"The Zodiak has a durable synthetic leather strap, digital face, hardened crystal, and is water-resistant to 100 meters.",146,Personal Accessories,0.00,P66PA3WT10.jpg,Watches,Green,0.0,993,Zodiak,2005-10-01 00:00:00.0,Zodiak,960,Women's,Trakker,,757,852,912,146130
"The Zodiak has a durable synthetic leather strap, digital face, hardened crystal, and is water-resistant to 100 meters.",146,Personal Accessories,0.00,P66PA3WT10.jpg,Watches,Silver,0.0,993,Zodiak,2005-07-01 00:00:00.0,Zodiak,960,Women's,Trakker,,757,852,923,146140
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Black,0.0,993,Zone,2003-01-01 00:00:00.0,Zone,961,Women's,Relax,,756,852,902,147110
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Blue,0.0,993,Zone,2003-01-01 00:00:00.0,Zone,961,Women's,Relax,2007-06-30 00:00:00.0,756,852,903,147120
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Brown,0.0,993,Zone,2003-01-01 00:00:00.0,Zone,961,Women's,Relax,,756,852,906,147130
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Silver,0.0,993,Zone,2006-01-01 00:00:00.0,Zone,961,Women's,Relax,,756,852,923,147140
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Camouflage,0.0,993,Zone,2004-08-01 00:00:00.0,Zone,961,Men's,Relax,,756,851,927,147150
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Black,0.0,993,Zone,2003-01-01 00:00:00.0,Zone,961,Men's,Relax,,756,851,902,147160
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Brown,0.0,993,Zone,2003-01-01 00:00:00.0,Zone,961,Men's,Relax,,756,851,906,147170
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Silver,0.0,993,Zone,2003-01-01 00:00:00.0,Zone,961,Men's,Relax,,756,851,923,147180
Zone sunglasses are scratch-resistant and offer full protection from ultraviolet light.,147,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Camouflage,0.0,993,Zone,2007-01-01 00:00:00.0,Zone,961,Women's,Relax,,756,852,927,147190
Hawk Eye sunglasses are feather light and offer 100% ultraviolet protection.,148,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Black,0.0,993,Hawk Eye,2004-04-01 00:00:00.0,Hawk Eye,961,Men's,Trakker,,757,851,902,148110
Hawk Eye sunglasses are feather light and offer 100% ultraviolet protection.,148,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Brown,0.0,993,Hawk Eye,2004-04-01 00:00:00.0,Hawk Eye,961,Men's,Trakker,,757,851,906,148120
Hawk Eye sunglasses are feather light and offer 100% ultraviolet protection.,148,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Camouflage,0.0,993,Hawk Eye,2004-06-01 00:00:00.0,Hawk Eye,961,Men's,Trakker,,757,851,927,148130
Retro sunglasses are inspired by last-century design and new-century resin technology. Available in an array of classic colors.,149,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Blue,0.0,993,Retro,2007-06-01 00:00:00.0,Retro,961,Women's,Epoch,,754,852,903,149110
Retro sunglasses are inspired by last-century design and new-century resin technology. Available in an array of classic colors.,149,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Green,0.0,993,Retro,2005-06-01 00:00:00.0,Retro,961,Men's,Epoch,,754,851,912,149120
Retro sunglasses are inspired by last-century design and new-century resin technology. Available in an array of classic colors.,149,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Orange,0.0,993,Retro,2005-06-01 00:00:00.0,Retro,961,Women's,Epoch,,754,852,918,149130
Retro sunglasses are inspired by last-century design and new-century resin technology. Available in an array of classic colors.,149,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Red,0.0,993,Retro,2005-04-01 00:00:00.0,Retro,961,Women's,Epoch,,754,852,922,149140
Retro sunglasses are inspired by last-century design and new-century resin technology. Available in an array of classic colors.,149,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,White,0.0,993,Retro,2007-01-01 00:00:00.0,Retro,961,Women's,Epoch,,754,852,925,149150
Retro sunglasses are inspired by last-century design and new-century resin technology. Available in an array of classic colors.,149,Personal Accessories,0.00,P70PA3EW11.jpg,Eyewear,Yellow,0.0,993,Retro,2005-09-01 00:00:00.0,Retro,961,Men's,Epoch,,754,851,926,149160
This GPS has a high-contrast 86mm color screen that is viewable in sunlight. Requires four AA batteries for 15 hours of service. Uses a 30MB memory card. Weighs 340 grams.,151,Personal Accessories,0.00,P84PA3NV14.jpg,Navigation,Black,0.0,993,Astro Pilot,2005-06-01 00:00:00.0,Astro Pilot,964,Unspecified,Trakker,,757,800,902,151110
This GPS has a high-contrast 86mm color screen that is viewable in sunlight. Requires four AA batteries for 15 hours of service. Uses a 30MB memory card. Weighs 340 grams.,151,Personal Accessories,0.00,P84PA3NV14.jpg,Navigation,Silver,0.0,993,Astro Pilot,2007-02-01 00:00:00.0,Astro Pilot,964,Unspecified,Trakker,,757,800,923,151120
This GPS has a high-contrast 86mm color screen that is viewable in sunlight. Requires four AA batteries for 15 hours of service. Uses a 30MB memory card. Weighs 340 grams.,151,Personal Accessories,0.00,P84PA3NV14.jpg,Navigation,Yellow,0.0,993,Astro Pilot,2007-02-01 00:00:00.0,Astro Pilot,964,Unspecified,Trakker,,757,800,926,151130
"Small and lightweight, this GPS has a 55mm color screen and comes with a 32MB memory card. It includes an electronic compass and altimeter. Base maps are included. Requires two AA batteries for 18 hours of service. Weighs only 160 grams.",152,Personal Accessories,0.00,P85PA3NV14.jpg,Navigation,Black,0.0,993,Sky Pilot,2005-06-01 00:00:00.0,Sky Pilot,964,Unspecified,Trakker,,757,800,902,152110
The Auto Pilot is an easy-to-use navigation system for the road. A 90mm color touchscreen and audio directions make exploration fast and fun. Comes with preloaded maps.,153,Personal Accessories,0.00,P85PA3NV14.jpg,Navigation,Silver,0.0,993,Auto Pilot,2006-06-01 00:00:00.0,Auto Pilot,964,Unspecified,Trakker,,757,800,923,153110
"The Kodiak includes a tough leather strap, precision Swiss quartz movement, with luminous hands and markers.",154,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Blue,0.0,993,Kodiak,2003-01-01 00:00:00.0,Kodiak,960,Men's,Trakker,2006-07-31 00:00:00.0,757,851,903,154110
"The Kodiak includes a tough leather strap, precision Swiss quartz movement, with luminous hands and markers.",154,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Brown,0.0,993,Kodiak,2003-01-01 00:00:00.0,Kodiak,960,Men's,Trakker,,757,851,906,154120
"The Kodiak includes a tough leather strap, precision Swiss quartz movement, with luminous hands and markers.",154,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Green,0.0,993,Kodiak,2003-01-01 00:00:00.0,Kodiak,960,Men's,Trakker,2006-12-31 00:00:00.0,757,851,912,154130
"The Kodiak includes a tough leather strap, precision Swiss quartz movement, with luminous hands and markers.",154,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Silver,0.0,993,Kodiak,2007-01-01 00:00:00.0,Kodiak,960,Men's,Trakker,,757,851,923,154140
"The Kodiak includes a tough leather strap, precision Swiss quartz movement, with luminous hands and markers.",154,Personal Accessories,0.00,P67PA3WT10.jpg,Watches,Camouflage,0.0,993,Kodiak,2004-07-01 00:00:00.0,Kodiak,960,Men's,Trakker,,757,851,927,154150
